"","Commune ou ARM","Libellé commune ou ARM","Population en 2015 (princ)"
"14077","30313","Sauzet","740"
"14078","30314","Savignargues","239"
"14079","30315","Saze","2002"
"14080","30316","Sénéchas","249"
"14081","30317","Sernhac","1718"
"14082","30318","Servas","205"
"14083","30319","Serviers-et-Labaume","596"
"14084","30320","Seynes","162.00"
"14085","30321","Sommières","4753"
"14086","30322","Soudorgues","286"
"14087","30323","Soustelle","131"
"14088","30324","Souvignargues","851"
"14089","30325","Sumène","1570"
"14090","30326","Tavel","1939"
"14091","30327","Tharaux","55"
"14092","30328","Théziers","1080"
"14093","30329","Thoiras","441"
"14094","30330","Tornac","868"
"14095","30331","Tresques","1788"
"14096","30332","Trèves","134"
"14097","30333","Uchaud","4264.00"
"14098","30334","Uzès","1346.29"
"14099","30334","Uzès","1976.13"
"14100","30334","Uzès","2538.86"
"14101","30334","Uzès","2678.72"
"14102","30335","Vabres","104"
"14103","30336","Vallabrègues","1379"
"14104","30337","Vallabrix","418"
"14105","30338","Vallérargues","138"
"14106","30339","Valleraugue","1051"
"14107","30340","Valliguières","571"
"14108","30341","Vauvert","1572.59"
"14109","30341","Vauvert","1180.27"
"14110","30341","Vauvert","3604.59"
"14111","30341","Vauvert","2791.96"
"14112","30341","Vauvert","2365.58"
"14113","30342","Vénéjan","1208"
"14114","30343","Verfeuil","615"
"14115","30344","Vergèze","5051.00"
"14116","30345","La Vernarède","326"
"14117","30346","Vers-Pont-du-Gard","1871"
"14118","30347","Vestric-et-Candiac","1428"
"14119","30348","Vézénobres","1761"
"14120","30349","Vic-le-Fesq","492"
"14121","30350","Le Vigan","2074.11"
"14122","30350","Le Vigan","1821.89"
"14123","30351","Villeneuve-lès-Avignon","2459.08"
"14124","30351","Villeneuve-lès-Avignon","3479.08"
"14125","30351","Villeneuve-lès-Avignon","2466.59"
"14126","30351","Villeneuve-lès-Avignon","3126.25"
"14127","30352","Villevieille","1697"
"14128","30353","Vissec","56"
"14129","30354","Montagnac","224.00"
"14130","30355","Saint-Paul-les-Fonts","1035"
"14131","30356","Rodilhan","2899"
"14132","31001","Agassac","114"
"14133","31002","Aignes","249.00"
"14134","31003","Aigrefeuille","1216"
"14135","31004","Ayguesvives","2589"
"14136","31005","Alan","324"
"14137","31006","Albiac","205"
"14138","31007","Ambax","67"
"14139","31008","Anan","242"
"14140","31009","Antichan-de-Frontignes","98.00"
"14141","31010","Antignac","110"
"14142","31011","Arbas","251"
"14143","31012","Arbon","98"
"14144","31013","Ardiège","359"
"14145","31014","Arguenos","70"
"14146","31015","Argut-Dessous","26"
"14147","31017","Arlos","99"
"14148","31018","Arnaud-Guilhem","232"
"14149","31019","Artigue","28"
"14150","31020","Aspet","913"
"14151","31021","Aspret-Sarrat","143"
"14152","31022","Aucamville","2661"
"14153","31022","Aucamville","5477"
"14154","31023","Aulon","317"
"14155","31024","Auragne","431"
"14156","31025","Aureville","851"
"14157","31026","Auriac-sur-Vendinelle","1025"
"14158","31027","Auribail","210"
"14159","31028","Aurignac","1201"
"14160","31029","Aurin","321.00"
"14161","31030","Ausseing","72"
"14162","31031","Ausson","575"
"14163","31032","Aussonne","6976"
"14164","31033","Auterive","3555.15"
"14165","31033","Auterive","2613.92"
"14166","31033","Auterive","3247.93"
"14167","31034","Auzas","234"
"14168","31035","Auzeville-Tolosane","4162"
"14169","31036","Auzielle","1393"
"14170","31037","Avignonet-Lauragais","1444"
"14171","31038","Azas","640"
"14172","31039","Bachas","69"
"14173","31040","Bachos","37.00"
"14174","31041","Bagiry","96"
"14175","31042","Bagnères-de-Luchon","2384.00"
"14176","31043","Balesta","165.00"
"14177","31044","Balma","2236.33"
"14178","31044","Balma","2644.86"
"14179","31044","Balma","1493.87"
"14180","31044","Balma","2265.62"
"14181","31044","Balma","2891.14"
"14182","31044","Balma","2111.20"
"14183","31044","Balma","341.96"
"14184","31044","Balma","1822.01"
"14185","31045","Barbazan","457"
"14186","31046","Baren","13"
"14187","31047","Bax","86"
"14188","31048","Baziège","3301"
"14189","31049","Bazus","564"
"14190","31050","Beauchalot","629"
"14191","31051","Beaufort","419"
"14192","31052","Beaumont-sur-Lèze","1557"
"14193","31053","Beaupuy","1308"
"14194","31054","Beauteville","171"
"14195","31055","Beauville","158"
"14196","31056","Beauzelle","3532.11"
"14197","31056","Beauzelle","2669.89"
"14198","31057","Belberaud","1385"
"14199","31058","Belbèze-de-Lauragais","115"
"14200","31059","Belbèze-en-Comminges","107"
"14201","31060","Bélesta-en-Lauragais","106"
"14202","31061","Bellegarde-Sainte-Marie","200"
"14203","31062","Bellesserre","114"
"14204","31063","Benque","162"
"14205","31064","Benque-Dessous-et-Dessus","25"
"14206","31065","Bérat","2951"
"14207","31066","Bessières","3959"
"14208","31067","Bezins-Garraux","41"
"14209","31068","Billière","22"
"14210","31069","Blagnac","2026.62"
"14211","31069","Blagnac","1553.65"
"14212","31069","Blagnac","2158.47"
"14213","31069","Blagnac","3810.63"
"14214","31069","Blagnac","2597.31"
"14215","31069","Blagnac","1358.74"
"14216","31069","Blagnac","2690.63"
"14217","31069","Blagnac","2169.77"
"14218","31069","Blagnac","2212.25"
"14219","31069","Blagnac","266.81"
"14220","31069","Blagnac","2914.12"
"14221","31070","Blajan","521.00"
"14222","31071","Bois-de-la-Pierre","425"
"14223","31072","Boissède","73"
"14224","31073","Bondigoux","530"
"14225","31074","Bonrepos-Riquet","285"
"14226","31075","Bonrepos-sur-Aussonnelle","1140"
"14227","31076","Bordes-de-Rivière","490"
"14228","31077","Le Born","513"
"14229","31078","Boudrac","139"
"14230","31079","Bouloc","4496"
"14231","31080","Boulogne-sur-Gesse","1593"
"14232","31081","Bourg-d'Oueil","7.00"
"14233","31082","Bourg-Saint-Bernard","1002"
"14234","31083","Boussan","248"
"14235","31084","Boussens","1106"
"14236","31085","Boutx","240"
"14237","31086","Bouzin","96.00"
"14238","31087","Bragayrac","322.00"
"14239","31088","Brax","2651"
"14240","31089","Bretx","632"
"14241","31090","Brignemont","393"
"14242","31091","Bruguières","5526"
"14243","31092","Burgalays","125"
"14244","31093","Le Burgaud","939"
"14245","31094","Buzet-sur-Tarn","2655"
"14246","31095","Cabanac-Cazaux","130"
"14247","31096","Cabanac-Séguenville","161"
"14248","31097","Le Cabanial","463.00"
"14249","31098","Cadours","1085"
"14250","31099","Caignac","287"
"14251","31100","Calmont","2388"
"14252","31101","Cambernard","468"
"14253","31102","Cambiac","214.00"
"14254","31103","Canens","55"
"14255","31104","Capens","677.00"
"14256","31105","Caragoudes","218"
"14257","31106","Caraman","2443"
"14258","31107","Carbonne","5502"
"14259","31108","Cardeilhac","266"
"14260","31109","Cassagnabère-Tournas","459"
"14261","31110","Cassagne","630.00"
"14262","31111","Castagnac","297"
"14263","31112","Castagnède","185"
"14264","31113","Castanet-Tolosan","2239.92"
"14265","31113","Castanet-Tolosan","4020.09"
"14266","31113","Castanet-Tolosan","3739.16"
"14267","31113","Castanet-Tolosan","102.32"
"14268","31113","Castanet-Tolosan","2731.52"
"14269","31114","Castelbiague","256"
"14270","31115","Castelgaillard","62"
"14271","31116","Castelginest","3742.42"
"14272","31116","Castelginest","2137.35"
"14273","31116","Castelginest","4037.22"
"14274","31117","Castelmaurou","4168"
"14275","31118","Castelnau-d'Estrétefonds","6145"
"14276","31119","Castelnau-Picampeau","217.00"
"14277","31120","Le Castéra","778.00"
"14278","31121","Castéra-Vignoles","64"
"14279","31122","Casties-Labrande","119"
"14280","31123","Castillon-de-Larboust","45"
"14281","31124","Castillon-de-Saint-Martory","376.00"
"14282","31125","Cathervielle","38.00"
"14283","31126","Caubiac","370"
"14284","31127","Caubous","4"
"14285","31128","Caujac","833"
"14286","31129","Cazarilh-Laspènes","27"
"14287","31130","Cazaril-Tambourès","93.00"
"14288","31131","Cazaunous","73"
"14289","31132","Cazaux-Layrisse","56"
"14290","31133","Cazeaux-de-Larboust","91"
"14291","31134","Cazeneuve-Montaut","71"
"14292","31135","Cazères","4865"
"14293","31136","Cépet","1629"
"14294","31137","Cessales","167.00"
"14295","31138","Charlas","236.00"
"14296","31139","Chaum","186"
"14297","31140","Chein-Dessus","187"
"14298","31141","Ciadoux","254"
"14299","31142","Cier-de-Luchon","250.00"
"14300","31143","Cier-de-Rivière","275"
"14301","31144","Cierp-Gaud","753.00"
"14302","31145","Cintegabelle","2875"
"14303","31146","Cirès","11"
"14304","31147","Clarac","612.00"
"14305","31148","Clermont-le-Fort","512"
"14306","31149","Colomiers","3000.56"
"14307","31149","Colomiers","4280.91"
"14308","31149","Colomiers","1873.41"
"14309","31149","Colomiers","2864.26"
"14310","31149","Colomiers","2182.54"
"14311","31149","Colomiers","3268.86"
"14312","31149","Colomiers","8114.35"
"14313","31149","Colomiers","834.46"
"14314","31149","Colomiers","2360.66"
"14315","31149","Colomiers","3505.57"
"14316","31149","Colomiers","6115.62"
"14317","31149","Colomiers","399.80"
"14318","31150","Cornebarrieu","6451"
"14319","31151","Corronsac","781"
"14320","31152","Coueilles","96"
"14321","31153","Couladère","441"
"14322","31155","Couret","244.00"
"14323","31156","Cox","342"
"14324","31157","Cugnaux","2782.70"
"14325","31157","Cugnaux","4196.81"
"14326","31157","Cugnaux","2567.74"
"14327","31157","Cugnaux","3105.98"
"14328","31157","Cugnaux","4946.77"
"14329","31158","Cuguron","189"
"14330","31159","Le Cuing","457"
"14331","31160","Daux","2283"
"14332","31161","Deyme","1046"
"14333","31162","Donneville","1030"
"14334","31163","Drémil-Lafage","2627"
"14335","31164","Drudas","214.00"
"14336","31165","Eaunes","6019"
"14337","31166","Empeaux","248"
"14338","31167","Encausse-les-Thermes","697.00"
"14339","31168","Eoux","115"
"14340","31169","Escalquens","2603.67"
"14341","31169","Escalquens","3811.33"
"14342","31170","Escanecrabe","237"
"14343","31171","Espanès","316"
"14344","31172","Esparron","59"
"14345","31173","Esperce","247"
"14346","31174","Estadens","528"
"14347","31175","Estancarbon","607"
"14348","31176","Esténos","186.00"
"14349","31177","Eup","127"
"14350","31178","Fabas","206"
"14351","31179","Le Faget","347"
"14352","31180","Falga","116"
"14353","31181","Le Fauga","2000.00"
"14354","31182","Fenouillet","5065"
"14355","31183","Figarol","293.00"
"14356","31184","Flourens","1888"
"14357","31185","Folcarde","126"
"14358","31186","Fonbeauzard","2956"
"14359","31187","Fonsorbes","3212.38"
"14360","31187","Fonsorbes","5070.17"
"14361","31187","Fonsorbes","3447.45"
"14362","31188","Fontenilles","5546"
"14363","31189","Forgues","203"
"14364","31190","Fos","246"
"14365","31191","Fougaron","97.00"
"14366","31192","Fourquevaux","744.00"
"14367","31193","Le Fousseret","1899.00"
"14368","31194","Francarville","181"
"14369","31195","Francazal","25"
"14370","31196","Francon","240"
"14371","31197","Franquevielle","333.00"
"14372","31198","Le Fréchet","110"
"14373","31199","Fronsac","207"
"14374","31200","Frontignan-de-Comminges","72.00"
"14375","31201","Frontignan-Savès","66"
"14376","31202","Fronton","5917"
"14377","31203","Frouzins","4103.54"
"14378","31203","Frouzins","4751.46"
"14379","31204","Fustignac","80"
"14380","31205","Gagnac-sur-Garonne","2959"
"14381","31206","Gaillac-Toulza","1245"
"14382","31207","Galié","86.00"
"14383","31208","Ganties","329.00"
"14384","31209","Garac","162"
"14385","31210","Gardouch","1267"
"14386","31211","Gargas","693.00"
"14387","31212","Garidech","1741"
"14388","31213","Garin","139"
"14389","31215","Gauré","505"
"14390","31216","Gémil","274.00"
"14391","31217","Génos","78"
"14392","31218","Gensac-de-Boulogne","117"
"14393","31219","Gensac-sur-Garonne","414"
"14394","31220","Gibel","351"
"14395","31221","Gouaux-de-Larboust","64"
"14396","31222","Gouaux-de-Luchon","47"
"14397","31223","Goudex","53.00"
"14398","31224","Gourdan-Polignan","1215"
"14399","31225","Goutevernisse","180"
"14400","31226","Gouzens","86"
"14401","31227","Goyrans","850"
"14402","31228","Gragnague","1746"
"14403","31229","Gratens","669"
"14404","31230","Gratentour","3525"
"14405","31231","Grazac","561"
"14406","31232","Grenade","4626"
"14407","31232","Grenade","4059"
"14408","31233","Grépiac","990"
"14409","31234","Le Grès","431.00"
"14410","31235","Guran","45.00"
"14411","31236","Herran","75.00"
"14412","31237","His","223"
"14413","31238","Huos","489"
"14414","31239","L'Isle-en-Dodon","1677"
"14415","31240","Issus","583"
"14416","31241","Izaut-de-l'Hôtel","320.00"
"14417","31242","Jurvielle","21"
"14418","31243","Juzes","93.00"
"14419","31244","Juzet-de-Luchon","367.00"
"14420","31245","Juzet-d'Izaut","198"
"14421","31246","Labarthe-Inard","865"
"14422","31247","Labarthe-Rivière","1351"
"14423","31248","Labarthe-sur-Lèze","5602"
"14424","31249","Labastide-Beauvoir","1139"
"14425","31250","Labastide-Clermont","668"
"14426","31251","Labastide-Paumès","150.00"
"14427","31252","Labastide-Saint-Sernin","1876"
"14428","31253","Labastidette","2443"
"14429","31254","Labège","4277"
"14430","31255","Labroquère","333.00"
"14431","31256","Labruyère-Dorsa","271"
"14432","31258","Lacaugne","205"
"14433","31259","Lacroix-Falgarde","2029"
"14434","31260","Laffite-Toupière","103"
"14435","31261","Lafitte-Vigordane","1140"
"14436","31262","Lagarde","400"
"14437","31263","Lagardelle-sur-Lèze","2889"
"14438","31264","Lagrâce-Dieu","577"
"14439","31265","Lagraulet-Saint-Nicolas","254"
"14440","31266","Lahage","221"
"14441","31267","Lahitère","54"
"14442","31268","Lalouret-Laffiteau","132"
"14443","31269","Lamasquère","1427"
"14444","31270","Landorthe","980"
"14445","31271","Lanta","1937"
"14446","31272","Lapeyrère","69"
"14447","31273","Lapeyrouse-Fossat","2753"
"14448","31274","Larcan","178"
"14449","31275","Laréole","173.00"
"14450","31276","Larroque","295"
"14451","31277","Lasserre","1021"
"14452","31278","Latoue","324"
"14453","31279","Latour","75"
"14454","31280","Latrape","356"
"14455","31281","Launac","1403"
"14456","31282","Launaguet","2806.45"
"14457","31282","Launaguet","5440.55"
"14458","31283","Lautignac","271.00"
"14459","31284","Lauzerville","1541"
"14460","31285","Lavalette","727.00"
"14461","31286","Lavelanet-de-Comminges","621.00"
"14462","31287","Lavernose-Lacasse","2941.00"
"14463","31288","Layrac-sur-Tarn","327"
"14464","31289","Lécussan","253"
"14465","31290","Lège","42"
"14466","31291","Léguevin","2122.92"
"14467","31291","Léguevin","3270.96"
"14468","31291","Léguevin","3554.12"
"14469","31292","Lescuns","69"
"14470","31293","Lespinasse","2652.00"
"14471","31294","Lespiteau","93"
"14472","31295","Lespugue","80"
"14473","31296","Lestelle-de-Saint-Martory","442"
"14474","31297","Lévignac","2022"
"14475","31298","Lez","59"
"14476","31299","Lherm","3587"
"14477","31300","Lieoux","125"
"14478","31301","Lilhac","132.00"
"14479","31302","Lodes","289"
"14480","31303","Longages","2958"
"14481","31304","Loubens-Lauragais","453"
"14482","31305","Loudet","199"
"14483","31306","Lourde","91"
"14484","31308","Luscan","59"
"14485","31309","Lussan-Adeilhac","225"
"14486","31310","Lux","349"
"14487","31311","La Magdelaine-sur-Tarn","1155"
"14488","31312","Mailholas","35"
"14489","31313","Malvezie","123"
"14490","31314","Mancioux","445.00"
"14491","31315","Mane","978.00"
"14492","31316","Marignac","477.00"
"14493","31317","Marignac-Lasclares","469"
"14494","31318","Marignac-Laspeyres","221"
"14495","31319","Marliac","129"
"14496","31320","Marquefave","997"
"14497","31321","Marsoulas","122"
"14498","31322","Martisserre","59"
"14499","31323","Martres-de-Rivière","378.00"
"14500","31324","Martres-Tolosane","2328"
"14501","31325","Mascarville","168"
"14502","31326","Massabrac","85"
"14503","31327","Mauran","220"
"14504","31328","Mauremont","334.00"
"14505","31329","Maurens","200"
"14506","31330","Mauressac","510"
"14507","31331","Maureville","301"
"14508","31332","Mauvaisin","239"
"14509","31333","Mauvezin","90"
"14510","31334","Mauzac","1245"
"14511","31335","Mayrègne","26.00"
"14512","31336","Mazères-sur-Salat","582"
"14513","31337","Melles","90"
"14514","31338","Menville","729"
"14515","31339","Mérenvielle","485"
"14516","31340","Mervilla","262"
"14517","31341","Merville","5240"
"14518","31342","Milhas","178"
"14519","31343","Mirambeau","69.00"
"14520","31344","Miramont-de-Comminges","775"
"14521","31345","Miremont","2389"
"14522","31346","Mirepoix-sur-Tarn","970"
"14523","31347","Molas","164"
"14524","31348","Moncaup","37"
"14525","31349","Mondavezan","910"
"14526","31350","Mondilhan","98"
"14527","31351","Mondonville","4521"
"14528","31352","Mondouzil","236"
"14529","31353","Monès","90"
"14530","31354","Monestrol","73"
"14531","31355","Mons","1760"
"14532","31356","Montaigut-sur-Save","1599"
"14533","31357","Montastruc-de-Salies","259"
"14534","31358","Montastruc-la-Conseillère","3326.00"
"14535","31359","Montastruc-Savès","75"
"14536","31360","Montauban-de-Luchon","479"
"14537","31361","Montaut","528.00"
"14538","31362","Montberaud","211"
"14539","31363","Montbernard","221"
"14540","31364","Montberon","2898"
"14541","31365","Montbrun-Bocage","482.00"
"14542","31366","Montbrun-Lauragais","583"
"14543","31367","Montclar-de-Comminges","95.00"
"14544","31368","Montclar-Lauragais","236"
"14545","31369","Mont-de-Galié","40"
"14546","31370","Montégut-Bourjac","135"
"14547","31371","Montégut-Lauragais","467"
"14548","31372","Montespan","454"
"14549","31373","Montesquieu-Guittaut","176.00"
"14550","31374","Montesquieu-Lauragais","946.00"
"14551","31375","Montesquieu-Volvestre","3080.00"
"14552","31376","Montgaillard-de-Salies","101"
"14553","31377","Montgaillard-Lauragais","732"
"14554","31378","Montgaillard-sur-Save","82"
"14555","31379","Montgazin","194"
"14556","31380","Montgeard","474"
"14557","31381","Montgiscard","2222"
"14558","31382","Montgras","102"
"14559","31383","Montjoire","1298"
"14560","31384","Montlaur","1318"
"14561","31385","Montmaurin","210"
"14562","31386","Montoulieu-Saint-Bernard","212"
"14563","31387","Montoussin","131"
"14564","31388","Montpitol","396.00"
"14565","31389","Montrabé","4119.00"
"14566","31390","Montréjeau","2863"
"14567","31391","Montsaunès","444"
"14568","31392","Mourvilles-Basses","70"
"14569","31393","Mourvilles-Hautes","167"
"14570","31394","Moustajon","152"
"14571","31395","Muret","2187.86"
"14572","31395","Muret","1954.34"
"14573","31395","Muret","2705.28"
"14574","31395","Muret","2069.96"
"14575","31395","Muret","3495.88"
"14576","31395","Muret","2520.33"
"14577","31395","Muret","3078.16"
"14578","31395","Muret","3128.86"
